,CROPS,TYPE_OF_CROP,SOIL,SEASON,SOWN,HARVESTED,SOIL_PH,CROP_DURATION,WATERSOURCE,TEMP,WATER_REQUIRED,RELATIVE_HUMIDITY
23,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,5.4,150,"irrigated,rainfall",39.9,2495,60.9
158,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.5,83,"irrigated,rainfall",21.87,611,56.57
331,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.1,105,"irrigated,rainfall",39.2,620,90.2
1110,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,70,"irrigated,rainfall",41.58,987,18.0
2387,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,7.5,313,irrigated,23.29,2301,74.03
1717,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",29.61,624,89.75
2365,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.0,301,irrigated,26.89,1594,78.62
2449,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,7.1,171,irrigated,17.53,703,67.9
642,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,6.2,75,"irrigated,rainfall",40.63,336,17.3
1437,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,7.0,120,"irrigated,rainfall",29.92,1000,60.0
311,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.3,100,"irrigated,rainfall",32.25,498,93.96
351,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.8,96,"irrigated,rainfall",30.41,499,96.9
548,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,6.0,101,"irrigated,rainfall",25.21,1172,18.28
1744,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",29.22,495,89.37
1125,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,70,"irrigated,rainfall",41.57,987,18.0
306,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,7.3,105,"irrigated,rainfall",38.97,629,91.21
287,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.9,105,"irrigated,rainfall",24.64,516,71.85
694,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,6.9,75,"irrigated,rainfall",20.35,346,15.78
962,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.8,120,rainfed,25.97,677,18.11
630,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,7.0,75,"irrigated,rainfall",44.38,350,19.95
1812,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.7,148,"irrigated,rainfall",18.44,615,65.0
949,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.5,120,rainfed,25.08,505,19.98
1389,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.1,82,"irrigated,rainfall",25.55,467,52.81
986,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,6.0,120,rainfed,25.7,558,18.59
990,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,6.1,120,rainfed,26.23,585,16.42
1590,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,6.4,100,rainfed,28.83,800,69.76
781,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.6,100,"irrigated,rainfall",38.53,488,19.36
1376,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,5.0,61,"irrigated,rainfall",20.08,687,54.88
836,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.3,86,"irrigated,rainfall",27.34,709,17.3
1435,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,7.0,120,"irrigated,rainfall",29.9,675,60.0
2417,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.9,172,irrigated,17.45,656,70.38
13,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,8.0,150,"irrigated,rainfall",34.22,2434,77.98
1220,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.1,100,"irrigated,rainfall",31.57,922,63.66
1407,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,7.0,119,"irrigated,rainfall",29.91,671,60.0
514,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,6.4,104,"irrigated,rainfall",20.46,1079,17.49
409,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.5,85,"irrigated,rainfall",44.19,494,94.9
861,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.1,85,"irrigated,rainfall",27.76,757,15.99
313,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.2,101,"irrigated,rainfall",33.52,480,94.19
1870,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.7,148,"irrigated,rainfall",18.6,613,65.0
1302,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.4,75,"irrigated,rainfall",24.01,517,51.88
1279,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.3,100,"irrigated,rainfall",32.93,889,63.05
2499,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,7.5,169,irrigated,16.74,725,69.7
2358,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.0,301,irrigated,26.89,1540,79.82
382,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,7.0,97,"irrigated,rainfall",38.4,506,93.87
1199,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,70,"irrigated,rainfall",41.58,987,18.0
1623,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.8,123,rainfed,18.08,1393,80.94
1877,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.7,148,"irrigated,rainfall",18.6,613,65.0
1509,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,7.4,105,rainfed,25.26,800,50.57
1001,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.3,84,rainfed,20.0,780,17.52
2240,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.5,140,"irrigated,rainfall",37.96,1299,89.71
263,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.9,105,"irrigated,rainfall",26.56,513,79.05
1290,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.2,100,"irrigated,rainfall",32.49,899,63.31
2159,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.0,135,"irrigated,rainfall",21.88,1298,88.68
1783,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",29.79,470,89.64
415,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,6.9,79,"irrigated,rainfall",34.4,427,85.98
1113,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,74,"irrigated,rainfall",20.09,867,17.99
358,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.2,101,"irrigated,rainfall",33.86,491,91.95
1173,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,73,"irrigated,rainfall",24.15,888,17.87
8,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,8.0,150,"irrigated,rainfall",21.5,2495,65.24
2020,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.4,152,"irrigated,rainfall",24.8,500,86.7
316,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.1,104,"irrigated,rainfall",37.66,529,90.24
304,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.1,102,"irrigated,rainfall",34.64,470,92.25
427,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.4,80,"irrigated,rainfall",42.66,434,92.29
105,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,7.0,90,"irrigated,rainfall",23.97,650,50.14
2044,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,8.4,160,"irrigated,rainfall",22.26,500,88.52
121,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,7.0,90,"irrigated,rainfall",23.97,650,50.14
821,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.3,86,"irrigated,rainfall",27.35,717,16.92
1552,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,6.4,100,rainfed,28.83,800,69.76
2290,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.5,140,"irrigated,rainfall",37.96,1299,89.73
1398,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,5.0,61,"irrigated,rainfall",20.08,610,54.88
1775,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,100,"irrigated,rainfall",15.04,684,89.76
2299,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.4,134,"irrigated,rainfall",34.33,1161,72.97
115,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.5,81,"irrigated,rainfall",21.34,632,57.69
1513,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,6.5,100,rainfed,27.27,800,66.59
744,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.6,100,"irrigated,rainfall",39.17,483,19.64
1558,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,7.4,105,rainfed,25.26,800,50.57
2333,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.0,304,irrigated,26.89,2062,77.88
911,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.8,120,rainfed,26.36,640,17.88
1488,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,6.5,112,"irrigated,rainfall",29.26,837,60.0
672,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,6.4,75,"irrigated,rainfall",43.7,333,19.15
2306,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.0,301,irrigated,26.89,1533,79.91
2051,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,6.3,147,"irrigated,rainfall",25.18,500,84.5
1640,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.9,122,rainfed,25.5,943,80.58
309,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,7.4,105,"irrigated,rainfall",39.22,650,90.2
591,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,5.4,103,"irrigated,rainfall",25.26,1117,19.64
462,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.5,85,"irrigated,rainfall",44.19,494,94.9
1987,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.4,90,"irrigated,rainfall",22.04,423,90.55
941,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.8,120,rainfed,26.09,657,18.08
1647,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.8,129,rainfed,23.61,1022,79.38
2366,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,7.3,317,irrigated,23.43,2263,76.22
552,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,6.0,100,"irrigated,rainfall",23.12,1165,16.63
87,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,6.9,150,"irrigated,rainfall",38.99,2434,67.34
690,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,6.6,74,"irrigated,rainfall",31.45,340,18.51
1691,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.9,121,rainfed,18.08,1395,80.94
2412,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.2,179,irrigated,18.52,602,74.32
1615,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.8,130,rainfed,25.44,686,78.5
1161,blackgram,pulses,sandy soils to heavy cotton soils,rabi,Oct-Dec,Apr-Jun,6.5,70,"irrigated,rainfall",40.56,986,18.0
2420,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,7.9,175,irrigated,15.2,707,76.94
1413,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,5.6,99,"irrigated,rainfall",29.35,997,60.0
2219,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.5,140,"irrigated,rainfall",37.96,1299,89.73
543,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,5.7,102,"irrigated,rainfall",23.93,1112,18.1
1760,soyabean,pulses,"Well-drained, Loamy Soil",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",29.97,470,89.73
2216,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.5,139,"irrigated,rainfall",35.25,1177,70.83
494,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,6.7,79,"irrigated,rainfall",33.34,424,86.41
365,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.1,103,"irrigated,rainfall",36.42,460,91.17
2258,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.5,140,"irrigated,rainfall",37.96,1299,77.55
1550,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,6.5,100,rainfed,27.14,800,58.84
273,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.4,107,"irrigated,rainfall",22.34,583,69.1
788,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.8,88,"irrigated,rainfall",29.01,707,15.05
71,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,6.0,150,"irrigated,rainfall",39.63,2493,63.18
1242,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.0,100,"irrigated,rainfall",30.66,944,63.96
1811,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.7,149,"irrigated,rainfall",18.06,614,65.0
63,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,7.6,150,"irrigated,rainfall",30.82,1072,78.93
394,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,7.2,105,"irrigated,rainfall",39.22,650,90.2
1204,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.8,100,"irrigated,rainfall",28.51,969,66.71
343,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.2,102,"irrigated,rainfall",34.71,468,94.05
1374,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,5.0,90,"irrigated,rainfall",27.89,401,54.88
1380,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,5.8,88,"irrigated,rainfall",26.16,455,53.07
500,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,5.6,105,"irrigated,rainfall",24.32,1070,18.87
1672,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,7.0,121,rainfed,18.08,1395,80.94
677,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,7.0,75,"irrigated,rainfall",44.38,350,19.95
1027,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.3,85,rainfed,20.0,743,17.57
1886,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.5,141,"irrigated,rainfall",42.85,700,65.0
2465,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,7.5,168,irrigated,16.37,734,69.82
272,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.3,107,"irrigated,rainfall",22.47,606,68.52
2473,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,6.0,180,irrigated,23.65,601,73.87
205,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.9,105,"irrigated,rainfall",26.95,505,84.9
733,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.6,100,"irrigated,rainfall",39.27,484,19.72
152,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,7.0,90,"irrigated,rainfall",23.8,641,52.04
2370,sugarcane,sugar crops,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.0,311,irrigated,26.49,2320,76.18
557,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,5.3,103,"irrigated,rainfall",25.8,1103,19.36
377,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.3,100,"irrigated,rainfall",32.51,500,93.01
535,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,6.6,100,"irrigated,rainfall",20.58,1156,16.37
973,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.8,120,rainfed,26.0,659,18.09
1000,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.3,85,rainfed,20.0,743,17.57
1872,groundnut,oil seeds,Well-drained sandy loam or sandy clay loam soil ,kharif,Jun-Jul,Sep-Oct,6.5,141,"irrigated,rainfall",44.38,700,65.0
198,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,7.0,90,"irrigated,rainfall",23.86,644,50.66
561,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,6.1,107,"irrigated,rainfall",21.98,1048,18.32
685,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,6.8,74,"irrigated,rainfall",24.36,343,17.28
1213,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.0,100,"irrigated,rainfall",30.52,949,64.43
590,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,8.2,120,"irrigated,rainfall",11.2,1017,19.95
519,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,8.0,101,"irrigated,rainfall",15.23,1181,15.45
308,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.3,100,"irrigated,rainfall",31.66,510,93.84
604,panivaragu,millets,sandy loam to clays of black cotton soils,kharif,Jun-Jul,Sep-Oct,6.8,75,"irrigated,rainfall",36.71,339,19.25
2154,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.2,136,"irrigated,rainfall",29.19,1075,72.81
2259,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.1,127,"irrigated,rainfall",31.74,1211,78.3
59,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,8.0,150,"irrigated,rainfall",26.05,2495,60.42
583,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,7.4,100,"irrigated,rainfall",17.73,1173,15.48
859,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",28.94,511,19.87
207,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.3,109,"irrigated,rainfall",24.36,507,74.67
2017,castor,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,8.4,160,"irrigated,rainfall",23.06,500,83.1
869,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,6.3,86,"irrigated,rainfall",27.57,718,17.37
785,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.6,100,"irrigated,rainfall",39.23,483,19.77
906,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,5.7,120,rainfed,26.26,582,18.52
2427,sugarbeet,sugar crops,Well drained sandy loam and clayey loam soils ,kharif,Jun-Jul,Sep-Oct,7.3,170,irrigated,17.51,706,69.1
792,samai,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,8.7,99,"irrigated,rainfall",39.06,495,18.24
831,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",28.94,541,19.87
162,wheat,cereals,Well Drained,rabi,Oct-Dec,Apr-Jun,6.5,82,"irrigated,rainfall",21.41,620,57.67
1307,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,6.4,75,"irrigated,rainfall",24.01,517,51.88
526,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,5.1,101,"irrigated,rainfall",26.44,1154,19.89
1576,horsegram,pulses, light to heavy soils ,rabi,Oct-Dec,Apr-Jun,6.4,100,rainfed,28.83,800,69.76
256,maize,millets,temperate podzols to the leached red soils of the tropics. ,kharif,Jun-Jul,Sep-Oct,6.9,105,"irrigated,rainfall",26.95,505,84.9
506,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,5.2,101,"irrigated,rainfall",26.25,1137,19.7
1956,sunflower,oil seeds,"Loams, silt loams, clay loams, or silty clay loams",kharif,Jun-Jul,Sep-Oct,7.5,87,"irrigated,rainfall",22.82,429,92.06
2120,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.2,136,"irrigated,rainfall",28.31,1080,76.17
2228,jute,fibre crop,Sandy and Clay Loam,kharif,Jun-Jul,Sep-Oct,7.5,139,"irrigated,rainfall",32.96,1223,70.91
2164,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.0,135,"irrigated,rainfall",29.75,1263,70.77
862,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",28.94,501,19.87
1675,redgram,pulses,deep loam soils,rabi,Oct-Dec,Apr-Jun,6.8,123,rainfed,18.08,1395,80.94
20,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,5.2,150,"irrigated,rainfall",39.9,2495,60.65
1404,bengalgram,pulses,medium to heavy black soil,rabi,Oct-Dec,Apr-Jun,7.0,120,"irrigated,rainfall",29.92,668,60.0
439,Pearl millet,millets,"clay, clay loam, or sandy loam soils",kharif,Jun-Jul,Sep-Oct,7.5,84,"irrigated,rainfall",44.19,493,94.9
1087,kudiraivali,millets,Loamy Soil,kharif,Jun-Jul,Sep-Oct,6.9,94,rainfed,20.0,899,19.78
381,sorghum,millets,well-drained loamy soils,kharif,Jun-Jul,Sep-Oct,6.3,101,"irrigated,rainfall",32.88,487,94.16
2108,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.3,136,"irrigated,rainfall",28.56,1037,74.16
1261,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.2,100,"irrigated,rainfall",32.54,898,63.28
538,ragi,millets,"red, black, sandy, loamy and shallow black soils.",kharif,Jun-Jul,Sep-Oct,5.2,101,"irrigated,rainfall",26.26,1146,19.81
881,thinai,millets,"alluvial,loamy ",kharif,Jun-Jul,Sep-Oct,7.0,90,"irrigated,rainfall",28.94,500,19.87
902,varagu,millets,clay-based soil,kharif,Jun-Jul,Sep-Oct,6.0,120,rainfed,25.97,601,17.77
83,rice,cereals,Alluvia or loamy and clayey soil,kharif,Jun-Jul,Sep-Oct,7.9,150,"irrigated,rainfall",32.49,1570,79.46
2103,cotton,fibre crop," black soils, (ii) red soils and (iii) alluvial soils.",kharif,Jun-Jul,Sep-Oct,7.1,136,"irrigated,rainfall",29.35,1071,71.39
1200,greengram,pulses,well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,7.1,100,"irrigated,rainfall",33.64,990,63.57
1309,cowpea,pulses, well-drained sandy loams or sandy soils ,rabi,Oct-Dec,Apr-Jun,5.0,69,"irrigated,rainfall",20.08,439,54.88
